[06-Jul-2022 04:29:32 UTC] PHP   2. require() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:17
[06-Jul-2022 04:29:32 UTC] PHP   3. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-blog-header.php:19
[06-Jul-2022 04:29:32 UTC] PHP   4. include() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\template-loader.php:106
[06-Jul-2022 04:29:32 UTC] PHP   5. get_footer() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\home.php:30
[06-Jul-2022 04:29:32 UTC] PHP   6. locate_template() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\general-template.php:92
[06-Jul-2022 04:29:32 UTC] PHP   7. load_template() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\template.php:716
[06-Jul-2022 04:29:32 UTC] PHP   8. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\template.php:770
[06-Jul-2022 04:29:32 UTC] PHP   9. wp_footer() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\footer.php:31
[06-Jul-2022 04:29:32 UTC] PHP  10. do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\general-template.php:3058
[06-Jul-2022 04:29:32 UTC] PHP  11. WP_Hook->do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\plugin.php:476
[06-Jul-2022 04:29:32 UTC] PHP  12. WP_Hook->apply_filters() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:331
[06-Jul-2022 04:29:32 UTC] PHP  13. wp_maybe_inline_styles() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:307
[07-Jul-2022 04:10:21 UTC] PHP Parse error:  syntax error, unexpected ''items_wrap'' (T_CONSTANT_ENCAPSED_STRING), expecting ')' in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\sidebar.php on line 25
[07-Jul-2022 04:13:17 UTC] PHP Parse error:  syntax error, unexpected ''items_wrap'' (T_CONSTANT_ENCAPSED_STRING), expecting ')' in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\sidebar.php on line 25
[07-Jul-2022 04:14:50 UTC] PHP Parse error:  syntax error, unexpected ''items_wrap'' (T_CONSTANT_ENCAPSED_STRING), expecting ')' in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\sidebar.php on line 25
[07-Jul-2022 04:16:37 UTC] PHP Parse error:  syntax error, unexpected ''items_wrap'' (T_CONSTANT_ENCAPSED_STRING), expecting ')' in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\sidebar.php on line 25
[07-Jul-2022 16:46:55 UTC] PHP Parse error:  syntax error, unexpected '}' in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\functions.php on line 119
[07-Jul-2022 16:46:55 UTC] PHP Parse error:  syntax error, unexpected '}' in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-content\themes\laminiguia\laminiguia\functions.php on line 119
[07-Jul-2022 16:47:31 UTC] PHP Warning:  call_user_func_array() expects parameter 1 to be a valid callback, function 'register_menu_walker' not found or invalid function name in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php on line 307
[07-Jul-2022 16:47:31 UTC] PHP Stack trace:
[07-Jul-2022 16:47:31 UTC] PHP   1. {main}() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:0
[07-Jul-2022 16:47:31 UTC] PHP   2. require() C:\Users\larry\Desktop\Examen Multimedia\app\public\index.php:17
[07-Jul-2022 16:47:31 UTC] PHP   3. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-blog-header.php:13
[07-Jul-2022 16:47:31 UTC] PHP   4. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-load.php:50
[07-Jul-2022 16:47:31 UTC] PHP   5. require_once() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-config.php:91
[07-Jul-2022 16:47:31 UTC] PHP   6. do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-settings.php:576
[07-Jul-2022 16:47:31 UTC] PHP   7. WP_Hook->do_action() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\plugin.php:476
[07-Jul-2022 16:47:31 UTC] PHP   8. WP_Hook->apply_filters() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php:331
[07-Jul-2022 16:47:31 UTC] PHP Warning:  call_user_func_array() expects parameter 1 to be a valid callback, function 'register_menu_walker' not found or invalid function name in C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-includes\class-wp-hook.php on line 307
[07-Jul-2022 16:47:31 UTC] PHP Stack trace:
[07-Jul-2022 16:47:31 UTC] PHP   1. {main}() C:\Users\larry\Desktop\Examen Multimedia\app\public\wp-cron.php:0
